Name,Price,property,status,floor,transaction,facing,overlooking,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,year,Registry,Land Deed,Furniture
"3 BHK Flat for Sale in Shalimar garden, Ghaziabad",8496995.238,Unknown,Ready to move,1 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Shalimar garden,7631,3,1113.483847,2014,Registered,Yes,Yes
"2 BHK Flat for Sale in Aggarwal Builder Floors, Uttam Nagar, New Delhi",4551961.735,Unknown,Ready to Move,2 out of 4,Resale,North,Main Road,Freehold,2,1,Delhi, Aggarwal Builder Floors,4091,2,549.987778,2014,Registered,Yes,Yes
"1 BHK Flat for Sale in Dilshad Colony, New Delhi",5361199.377,Unknown,Ready to Move,Ground out of 4,Resale,East,"Garden/Park, Main Road",Freehold,1,1,Delhi, Dilshad Colony,7361,1,360.005434,2014,Registered,Yes,No
"3 BHK Flat for Sale in Arihant Apartment, Sector 56, Gurgaon",27109461,Unknown,Ready to Move,4 out of 8,Resale,North,"Garden/Park, Main Road",Freehold,3,3,Gurgaon, Arihant Apartment,6700,3,2000,2014,Registered,No,No
"3 BHK Flat for Sale in RWA Greater Kailash 1, Greater Kailash 1, New Delhi",52398137.3,Unknown,Ready to Move,2 out of 4,Resale,North,Garden/Park,Freehold,3,2,Delhi, RWA Greater Kailash 1,13835,3,1872.063607,2014,Registered,Yes,No
"1 BHK Flat for Sale in GDA Block C, Lajpat Nagar Sector 4, Rajendra Nagar, Ghaziabad",4046188.209,Unknown,Ready to Move,Ground out of 4,Resale,South,Main Road,Freehold,1,2,Ghaziabad, GDA Block C,2778,1,719.9424046,2014,Registered,Yes,Yes
"4 BHK House for Sale in Khanpur Colony, null New Delhi",9103923.47,Unknown,Ready to Move,Ground out of 4,Resale,North,"Main Road, Garden/Park",Freehold,4,2,Delhi, Khanpur Colony,20000,4,225,2014,Registered,No,Yes
"2 BHK Flat for Sale in Shahdara, New Delhi",7332581.605,Unknown,Ready to Move,5 out of 6,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1,3,Delhi, Shahdara,4853,2,783.0208119,2015,Registered,Yes,No
"1 BHK Flat for Sale in East Avenue, Sector 73, Noida Express Way, Noida",2894440.107,Unknown,Ready to Move,8 out of 15,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1,3,Noida, East Avenue,3750,1,400,2015,Not Registered,Yes,No
"2 BHK Flat for Sale in Sector 102, Gurgaon",15437013.9,Unknown,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,2,1,Gurgaon, Sector 102,8743,2,915.0177285,2015,Registered,Yes,Yes
3 BHK House for Sale in Sultanpur New Delhi,154370139,Unknown,Ready to Move,15 out of 20,Resale,Not specified,Road,Freehold,3,3,Delhi, Sultanpur New Delhi,21333,3,3750.058595,2015,Not Registered,No,Yes
"3 BHK Flat for Sale in Park View Sanskruti, Dhorka, Sector 92, Pataudi Road, Gurgaon",31838841.18,Unknown,Poss. by Jan '24,13 out of 21,Resale,Not specified,Road,Not specified,3,2,Gurgaon, Park View Sanskruti,7783,3,2120.005139,2015,Registered,No,Yes
"2 BHK Flat for Sale in Ace Platinum, Zeta 1, Greater Noida",10612947.06,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,2,1,Noida, Ace Platinum,4783,2,1149.905917,2015,Registered,No,Yes
"1 BHK Flat for Sale in DDA LIG Flats Rohini, Rohini, New Delhi",12542573.8,Unknown,Ready to Move,10 out of 27,New Property,Not specified,Road,Not specified,1,2,Delhi, DDA LIG Flats Rohini,10078,1,644.9692399,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Godrej Woods, Sector 43, Noida",31838841.18,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,2,1,Noida, Godrej Woods,15670,2,1052.967454,2015,Registered,Yes,Yes
"3 BHK Flat for Sale in Orchid Island, Sector 51, Gurgaon",31838841.18,Unknown,Ready to Move,14 out of 16,Resale,Not specified,Road,Not specified,3,3,Gurgaon, Orchid Island,10312,3,1600.07758,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Madhuban Bapudham, Ghaziabad",10419984.39,Unknown,Poss. by Aug '26,4 out of 4,Resale,Not specified,Road,Not specified,2,1,Ghaziabad, Madhuban Bapudham,4013,2,1345.626713,2015,Registered,Yes,Yes
"1 BHK Flat for Sale in Lajpat Nagar 2, New Delhi",14472200.54,Unknown,Ready to Move,8 out of 14,Resale,Not specified,Road,Not specified,1,2,Delhi, Lajpat Nagar 2,16667,1,449.9910002,2015,Registered,No,Yes
"4 BHK Flat for Sale in Orchid IVY, Sector 51, Gurgaon",67536935.83,Unknown,Ready to Move,2 out of 2,New Property,Not specified,Road,Not specified,4,2,Gurgaon, Orchid IVY,10938,4,3199.853721,2015,Registered,Yes,Yes
"3 BHK Flat for Sale in Panchsheel Greens Mart , Sector 16, Greater Noida",14472200.54,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Noida, Panchsheel Greens Mart ,5556,3,1349.892009,2015,Registered,Yes,No
"2 BHK House for Sale in St Nagar Burari, Burari New Delhi",12542573.8,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,1,2,Delhi, St Nagar Burari,9000,2,722.2222222,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Saya Gold Avenue, Indirapuram, Ghaziabad",18755971.89,Unknown,Ready to move,2 out of 4,New Property,Not specified,Road,Not specified,2,2,Ghaziabad, Saya Gold Avenue,8464,2,1148.393195,2015,Registered,Yes,No
"2 BHK Flat for Sale in Charmwood Village, Sector 39, Suraj Kund Badkhal Road, Faridabad",13507387.17,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Faridabad, Charmwood Village,7631,2,1770.067772,2015,Not Registered,Yes,No
"1 BHK House for Sale in Mohan Garden, Razapur Khurd New Delhi",8683320.321,Mark Real Esstate,Ready to Move,3 out of 3,Resale,South - East,Garden/Park,Freehold,3,1,Delhi, Mohan Garden,12500,1,360,2015,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Asian Games Village Complex, Siri Fort, New Delhi",106129470.6,GMT Realtors,Ready to Move,1 out of 3,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,3,4,Delhi, Asian Games Village Complex,27778,3,1979.98416,2015,Not Registered,No,Yes
"5 BHK House for Sale in DLF City Plot Phase 1, DLF City Phase 1 Gurgaon",264358863.1,Sai Kripa Associates,Ready to Move,Ground out of 2,Resale,North - East,Garden/Park,Freehold,5,3,Gurgaon, DLF City Plot Phase 1,21077,5,6499.976277,2015,Registered,Yes,Yes
"4 BHK Flat for Sale in Rwa GK 1, Greater Kailash 1, New Delhi",125425738,Unknown,Ready to Move,1 out of 3,New Property,North - East,"Garden/Park, Main Road",Freehold,2,3,Delhi, Rwa GK 1,14444,4,4500.138466,2015,Registered,Yes,No
"4 BHK Flat for Sale in Trehan Luxury Floors, Golf course Extension Road, Gurgaon",32224766.53,Unknown,Ready to Move,4 out of 4,New Property,East,Garden/Park,Freehold,3,3,Gurgaon, Trehan Luxury Floors,7131,4,2341.887533,2015,Registered,No,No
3 BHK Villa for Sale in Noida Extension Noida,25085147.6,Unknown,Ready to Move,20 out of 28,Resale,North - East,Main Road,Freehold,2,3,Noida, Noida Extension Noida,10833,3,1200.036924,2015,Registered,Yes,Yes
> 10 BHK Villa for Sale in New Friends Colony New Delhi,482406684.5,Unknown,Ready to Move,1 out of 5,Resale,North - East,Garden/Park,Freehold,2,5,Delhi, New Friends Colony New Delhi,8400,10,29761.90476,2015,Registered,Yes,Yes
"1 BHK Flat for Sale in Beri Wala Bagh-Hari Nagar, New Delhi",8104432.3,Unknown,Ready to Move,12 out of 31,Resale,East,"Garden/Park, Main Road",Freehold,1,3,Delhi, Beri Wala Bagh-Hari Nagar,4308,1,974.9303621,2015,Registered,No,No
"3 BHK Flat for Sale in Devika Apartments, Vaishali, Ghaziabad",21611819.47,Unknown,Ready to Move,2 out of 4,Resale,East,Garden/Park,Freehold,4,1,Ghaziabad, Devika Apartments,11534,3,971.0421363,2015,Registered,Yes,No
"4 BHK Flat for Sale in UGCC Burgundy, Sector 96, Noida",89534680.65,Unknown,Ready to Move,17 out of 30,Resale,South - East,"Garden/Park, Main Road",Freehold,6,2,Noida, UGCC Burgundy,5473,4,8477.982825,2015,Registered,Yes,No
"5 BHK Flat for Sale in Laxmi Nagar, New Delhi",19296267.38,Unknown,Ready to Move,6 out of 9,Resale,North - East,Garden/Park,Leasehold,2,4,Delhi, Laxmi Nagar,15193,5,658.1978543,2015,Registered,No,Yes
"3 BHK Flat for Sale in Emaar Digi Homes, Sector 62, Gurgaon",75255442.79,Unknown,Ready to Move,3 out of 3,New Property,North - East,Road,Freehold,2,2,Gurgaon, Emaar Digi Homes,12549,3,3107.817356,2015,Registered,Yes,No
"4 BHK Flat for Sale in Surbhi Apartment, Sushant Lok, Gurgaon",61748055.62,Unknown,Ready to Move,Ground out of 4,Resale,North - East,Road,Not specified,3,5,Gurgaon, Surbhi Apartment,8333,4,3840.153606,2015,Registered,Yes,Yes
"7 BHK House for Sale in Sector 53 Block A, Ashok Marg Noida",67536935.83,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,6,2,Noida, Sector 53 Block A,4519,7,7745.076344,2015,Registered,Yes,No
"3 BHK Flat for Sale in Vaishnavi Kunj, Rajendra Nagar Sector 2, Ghaziabad",11770723.1,Unknown,Ready to Move,Ground out of 2,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Vaishnavi Kunj,11966,3,509.7777035,2015,Registered,Yes,Yes
4 BHK House for Sale in Vivek Vihar Phase 1 New Delhi,67536935.83,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,3,2,Delhi, Vivek Vihar Phase 1 New Delhi,28673,4,1220.660552,2015,Registered,No,Yes
9 BHK House for Sale in P block sector 12 Noida,96481336.9,Unknown,Ready to Move,6 out of 14,Resale,Not specified,Road,Not specified,9,2,Noida, P block sector 12 Noida,3294,9,15179.11354,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Shastri Nagar, Ghaziabad",5402954.867,Unknown,Ready to Move,Ground out of 4,New Property,Not specified,Road,Not specified,2,2,Ghaziabad, Shastri Nagar,3913,2,715.5635063,2015,Registered,Yes,No
"2 BHK Flat for Sale in Highend Paradise, Raj Nagar Extension, Ghaziabad",6251990.631,Unknown,Ready to Move,2 out of 5,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Highend Paradise,24074,2,134.5850295,2015,Registered,Yes,Yes
"4 BHK Flat for Sale in Mahagun Manorialle, Sector 128, Noida Express Way, Noida",150703848.2,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,5,2,Noida, Mahagun Manorialle,19097,4,4089.647589,2015,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Mandi, New Delhi",8683320.321,Unknown,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2,4,Delhi, Mandi,5294,2,850.0188893,2015,Registered,Yes,Yes
"1 BHK Flat for Sale in Mayur Vihar, New Delhi",5209992.193,Unknown,Ready to Move,Ground out of 2,Resale,North,"Garden/Park, Main Road",Freehold,1,2,Delhi, Mayur Vihar,6667,1,404.979751,2015,Registered,No,Yes
"4 BHK Flat for Sale in The Orchard, Sohna Gurgaon Road, Gurgaon",67536935.83,Unknown,Poss. by Nov '24,2 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,4,1,Gurgaon, The Orchard,16516,4,2119.157181,2015,Registered,Yes,No
> 10 BHK Villa for Sale in Sector 92 Noida,154370139,Unknown,Ready to Move,1 out of 3,Resale,North,Garden/Park,Freehold,2,2,Noida, Sector 92 Noida,4180,10,19138.75598,2015,Registered,No,Yes
"3 BHK Flat for Sale in Mahendra Park, Jhangir Puri, New Delhi",8683320.321,Unknown,Ready to Move,Upper Basement out of 2,Resale,South -West,Main Road,Leasehold,1,2,Delhi, Mahendra Park,4706,3,956.2260943,2015,Registered,No,Yes
"2 BHK Flat for Sale in Shalimar garden, Ghaziabad",7718506.952,Unknown,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,2,4,Ghaziabad, Shalimar garden,2647,2,1511.144692,2015,Registered,Yes,No
"3 BHK Flat for Sale in Aastha Kunj Apartments, Rohini, New Delhi",25085147.6,Unknown,Ready to Move,2 out of 4,New Property,East,"Garden/Park, Pool",Freehold,2,1,Delhi, Aastha Kunj Apartments,7449,3,1745.200698,2015,Not Registered,No,Yes
"3 BHK Flat for Sale in Supertech ORB Noida, Sector 74, Noida",38592534.76,Unknown,Ready to Move,2 out of 3,Resale,North,Main Road,Leasehold,3,3,Noida, Supertech ORB Noida,17647,3,1133.337111,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Nangloi Saiyed, Paschim Vihar, New Delhi",10419984.39,Unknown,Ready to Move,1 out of 1,Resale,East,Garden/Park,Freehold,2,2,Delhi, Nangloi Saiyed,5556,2,971.9222462,2015,Registered,Yes,Yes
"4 BHK Flat for Sale in Sector 21C, Mathura Road, Faridabad",48240668.45,Unknown,Ready to Move,3 out of 4,New Property,Not specified,"Garden/Park, Pool, Main Road",Freehold,4,2,Faridabad, Sector 21C,17708,4,1411.791281,2015,Registered,Yes,No
"3 BHK Flat for Sale in Laxmi Nagar, New Delhi",9648133.69,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Main Road,Freehold,2,1,Delhi, Laxmi Nagar,6968,3,717.5660161,2015,Registered,No,Yes
"4 BHK Flat for Sale in Sushant Lok Builder Floors, Sushant Lok-I, Sector 43, Gurgaon",82009136.37,Unknown,Ready to Move,Ground out of 3,New Property,Not specified,Road,Freehold,4,1,Gurgaon, Sushant Lok Builder Floors,4840,4,8780.991736,2015,Registered,No,Yes
"1 BHK Flat for Sale in Vaishali Sector 1, Ghaziabad",3917142.278,Unknown,Ready to Move,7 out of 30,Resale,Not specified,Road,Not specified,1,4,Ghaziabad, Vaishali Sector 1,7434,1,273.0696798,2015,Registered,Yes,Yes
" Studio Apartment for Sale in Supertech North Eye, Sector 74, Noida",8104432.3,Unknown,Ready to Move,6 out of 12,Resale,Not specified,Road,Not specified,1,3,Noida, Supertech North Eye,4053,1,1036.26943,2015,Registered,No,Yes
"2 BHK Flat for Sale in sai park Apartment sector 87, Sector 87, Faridabad",8876282.995,Unknown,Ready to Move,1 out of 6,Resale,Not specified,Road,Not specified,2,2,Faridabad, sai park Apartment sector 87,4875,2,943.5897436,2015,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Stellar Sigma Apartments, Sigma 4, Greater Noida",16401827.27,Unknown,Ready to Move,10 out of 14,Resale,Not specified,Road,Not specified,3,2,Noida, Stellar Sigma Apartments,6468,3,1314.162028,2015,Registered,Yes,Yes
"1 BHK Flat for Sale in Surya Heights, NH 24, Ghaziabad",3762772.139,Unknown,Ready to Move,Ground out of 2,New Property,Not specified,Road,Not specified,1,2,Ghaziabad, Surya Heights,10889,1,179.0798053,2015,Registered,Yes,No
"2 BHK Flat for Sale in Sethi Max Royal, Sector 76, Noida",12542573.8,Unknown,Ready to Move,3 out of 7,Resale,Not specified,Road,Not specified,2,2,Noida, Sethi Max Royal,9950,2,653.2663317,2015,Registered,No,Yes
"3 BHK Flat for Sale in Royal Garden Estate, Sector 61, Ashok Marg, Noida",26049960.96,Unknown,Ready to Move,3 out of 4,Other,Not specified,Road,Not specified,4,2,Noida, Royal Garden Estate,12346,3,1093.47157,2015,Registered,No,No
"4 BHK Flat for Sale in Anant Raj Estate, Sector 63A, Gurgaon",38399572.09,Unknown,Ready to Move,4 out of 4,New Property,Not specified,Road,Not specified,3,2,Gurgaon, Anant Raj Estate,4444,4,4477.947795,2015,Registered,Yes,Yes
"4 BHK House for Sale in Braham Puri, Sagarpur New Delhi",18331454.01,Unknown,Ready to Move,13 out of 14,Resale,Not specified,Road,Not specified,4,2,Delhi, Braham Puri,7631,4,2402.234833,2015,Registered,No,No
"4 BHK Flat for Sale in Luxury Builder Floors, South City 1 Block K, Sector 41, Gurgaon",77185069.52,Unknown,Ready to Move,2 out of 3,New Property,Not specified,Road,Not specified,4,2,Gurgaon, Luxury Builder Floors,7631,4,10114.67298,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Vasu Fortune Residency, Raj Nagar Extension, Ghaziabad",8104432.3,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Vasu Fortune Residency,7631,2,1062.040663,2015,Registered,No,Yes
"2 BHK Flat for Sale in Vikaspuri Extension Pocket A Part 1, Vikaspuri, New Delhi",18331454.01,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, Vikaspuri Extension Pocket A Part 1,7631,2,2402.234833,2015,Registered,Yes,Yes
6 BHK House for Sale in Sector 33 Block C Noida,101305403.8,Gaurav Associates,Ready to Move,1 out of 4,Resale,North - West,"Garden/Park, Main Road",Leasehold,6,4,Noida, Sector 33 Block C Noida,16258,6,3229.179481,2015,Registered,Yes,Yes
"4 BHK Flat for Sale in Chirag Enclave, Chirag Enclave, Greater Kailash, New Delhi",212258941.2,Unknown,Ready to Move,2 out of 3,New Property,North,"Garden/Park, Main Road",Freehold,5,3,Delhi, Chirag Enclave,44000,4,2500,2015,Registered,Yes,Yes
"3 BHK Flat for Sale in Green Park, New Delhi",62712868.99,Unknown,Ready to Move,Ground out of 3,Resale,North,"Garden/Park, Main Road",Freehold,3,2,Delhi, Green Park,19118,3,1699.968616,2015,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Adani M2K Oyster Grande, Sector 102, Gurgaon",50170295.19,Unknown,Ready to Move,6 out of 15,Resale,North - East,Garden/Park,Freehold,4,5,Gurgaon, Adani M2K Oyster Grande,10000,3,2600,2015,Registered,No,No
"3 BHK Flat for Sale in Skytech Evergreen Homes, Chhapraula, Ghaziabad",9648133.69,Unknown,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,2,1,Ghaziabad, Skytech Evergreen Homes,3571,3,1400.16802,2015,Registered,Yes,Yes
"3 BHK House for Sale in Vigyan Vihar, Surajmal Vihar New Delhi",57888802.14,Unknown,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,2,3,Delhi, Vigyan Vihar,18519,3,1619.957881,2015,Not Registered,Yes,Yes
"1 BHK Flat for Sale in Shahabad Mohamad Pur, New Delhi",4824066.845,Unknown,Ready to Move,4 out of 7,Resale,North - East,Main Road,Freehold,1,6,Delhi, Shahabad Mohamad Pur,5556,1,449.9640029,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Kalkaji, New Delhi",16787752.62,Unknown,Ready to Move,23 out of 33,Resale,East,"Garden/Park, Main Road",Leasehold,2,2,Delhi, Kalkaji,17273,2,503.6762577,2015,Registered,Yes,Yes
"4 BHK Flat for Sale in DDA Azad Apartment, Sri Aurobindo Marg, New Delhi",73325816.05,Unknown,Ready to Move,Ground out of 3,Resale,South -West,"Main Road, Garden/Park",Freehold,3,3,Delhi, DDA Azad Apartment,4974,4,7639.726578,2015,Registered,No,Yes
7 BHK House for Sale in Sector 26 Noida,146651632.1,Unknown,Ready to Move,3 out of 16,Resale,North - East,"Garden/Park, Main Road",Freehold,5,1,Noida, Sector 26 Noida,3264,7,23284.31373,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Vijay Park, New Delhi",2315552.086,Unknown,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Pool",Freehold,1,1,Delhi, Vijay Park,21087,2,56.90709916,2015,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Meenakshi Garden, Ashok Nagar, New Delhi",43416601.61,Unknown,Ready to Move,4 out of 4,Resale,Not specified,Road,Freehold,3,3,Delhi, Meenakshi Garden,5751,4,3912.363067,2015,Registered,Yes,Yes
3 BHK House for Sale in Vijay Park New Delhi,19296267.38,Unknown,Ready to Move,4 out of 4,Resale,Not specified,Road,Not specified,3,2,Delhi, Vijay Park New Delhi,10000,3,1000,2015,Registered,Yes,Yes
4 BHK House for Sale in Delhi Gurgaon Expressway Gurgaon,19296267.38,Unknown,Ready to Move,6 out of 7,Resale,Not specified,Road,Not specified,4,2,Gurgaon, Delhi Gurgaon Expressway Gurgaon,2353,4,4249.893753,2015,Registered,Yes,Yes
"3 BHK Flat for Sale in Vipul World, Sector 48, Gurgaon",28944401.07,Unknown,Ready to Move,5 out of 5,Resale,Not specified,Road,Not specified,3,2,Gurgaon, Vipul World,9722,3,1542.892409,2015,Registered,Yes,Yes
"3 BHK Flat for Sale in Young Aheria Apartment, Dwarka Sector 7, New Delhi",33768467.92,Unknown,Ready to Move,5 out of 18,Resale,Not specified,Road,Not specified,2,2,Delhi, Young Aheria Apartment,9851,3,1776.469394,2015,Registered,Yes,Yes
"4 BHK Flat for Sale in Indiabulls Enigma, Sector 110, Gurgaon",63677682.36,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,4,2,Gurgaon, Indiabulls Enigma,6020,4,5481.727575,2015,Registered,Yes,No
"2 BHK Flat for Sale in Sector 73, Noida Express Way, Noida",5788880.214,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,2,2,Noida, Sector 73,6545,2,458.3651642,2015,Not Registered,No,Yes
"4 BHK Flat for Sale in Tashee Capital Gateway, Sector 111, Gurgaon",34733281.29,Unknown,Ready to Move,8 out of 9,Resale,Not specified,Road,Not specified,4,2,Gurgaon, Tashee Capital Gateway,11111,4,1620.0162,2015,Registered,No,No
"3 BHK Flat for Sale in Sohna, Gurgaon",17366640.64,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Sohna,3816,3,2358.490566,2015,Registered,Yes,Yes
"3 BHK Flat for Sale in Malviya Nagar, New Delhi",28944401.07,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Delhi, Malviya Nagar,7631,3,3793.002368,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Omaxe New Heights, Sector 78, Faridabad",8490357.648,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Faridabad, Omaxe New Heights,7631,2,1112.614028,2015,Registered,Yes,Yes
"2 BHK Flat for Sale in Adarsh Nagar Extension, New Delhi",20261080.75,Club Road Properties,Ready to Move,Ground out of 1,Resale,East,Garden/Park,Freehold,2,1,Delhi, Adarsh Nagar Extension,11667,2,899.9742864,2015,Registered,Yes,Yes
